# Program:featureCounts v2.0.0; Command:"/Volumes/userdata/staff_users/michaelblack/bin/featureCounts" "-a" "../Genome/Saccharomyces_cerevisiae.R64-1-1.99.gtf" "-o" "yeast_counts_all_chr.txt" "../STAR/SRR014335-Aligned.out.sam" "../STAR/SRR014336-Aligned.out.sam" "../STAR/SRR014337-Aligned.out.sam" "../STAR/SRR014339-Aligned.out.sam" "../STAR/SRR014340-Aligned.out.sam" "../STAR/SRR014341-Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	../STAR/SRR014335-Aligned.out.sam	../STAR/SRR014336-Aligned.out.sam	../STAR/SRR014337-Aligned.out.sam	../STAR/SRR014339-Aligned.out.sam	../STAR/SRR014340-Aligned.out.sam	../STAR/SRR014341-Aligned.out.sam
YKL054C	XI	336537	338753	-	2217	970	973	926	1045	1027	1079
YKL053C-A	XI	339182	339442	-	261	92	90	73	248	228	220
YKL053W	XI	339572	339946	+	375	10	7	5	14	15	23
YKL052C	XI	339668	340546	-	879	264	278	258	178	170	165
YKL051W	XI	341312	342373	+	1062	638	716	659	304	304	258
YKL050C	XI	342852	345620	-	2769	175	178	163	196	190	169
YKL049C	XI	346075	346764	-	690	62	53	65	222	209	230
YKL048C	XI	347214	349136	-	1923	105	127	94	188	216	237
YKL047W	XI	349463	351013	+	1551	333	338	318	471	464	430
YKL046C	XI	351275	352624	-	1350	1147	1167	1145	875	916	930
YKL045W	XI	353493	355079	+	1587	235	272	238	553	542	536
YKL044W	XI	356322	356642	+	321	29	29	28	23	23	23
YKL043W	XI	356748	357848	+	1101	304	293	300	171	148	140
YKL042W	XI	358475	359566	+	1092	102	108	96	157	186	179
YKL041W	XI	360143	360817	+	675	247	231	231	565	611	601
YKL040C	XI	361058	361828	-	771	253	273	290	480	491	484
YKL039W	XI	362622	364193	+	1572	1716	1636	1660	1360	1321	1291
snR69	XI	364776	364876	+	101	97	82	105	3277	3281	3200
YKL038W	XI	365605	369117	+	3513	821	786	817	718	685	622
YKL037W	XI	369365	369721	+	357	56	46	58	25	35	27
YKL036C	XI	369528	369920	-	393	247	231	198	53	84	73
YKL035W	XI	369891	371390	+	1500	13796	13952	13599	3222	3272	3139
YKL034W	XI	371829	374105	+	2277	1194	1123	1174	762	799	772
YKL033W-A	XI	374505	375215	+	711	474	494	469	606	601	566
YKL033W	XI	375456	378572	+	3117	251	295	251	425	493	427
tV(AAC)K2	XI	379680	379753	+	74	2	0	0	0	1	0
YKL032C	XI	380065	381858	-	1794	428	434	397	304	316	317
YKL031W	XI	382072	382485	+	414	30	20	12	11	19	16
YKL030W	XI	382498	383103	+	606	0	0	0	4	3	5
YKL029C	XI	382716	384725	-	2010	122	111	118	266	237	237
YKL028W	XI	385758	387206	+	1449	509	470	492	1088	1092	1047
YKL027W	XI	387562	388905	+	1344	309	289	297	455	488	473
YKL026C	XI	389380	389883	-	504	73	59	75	183	212	194
YKL025C	XI	390240	392279	-	2040	630	708	668	533	574	582
YKL024C	XI	392526	393140	-	615	527	494	536	603	656	586
YKL023C-A	XI	393146	393373	-	228	162	119	128	188	176	170
YKL023W	XI	393721	394554	+	834	343	351	376	393	398	370
YKL022C	XI	394726	397248	-	2523	580	618	615	627	659	657
YKL021C	XI	397344	398750	-	1407	162	184	196	484	450	482
YKL020C	XI	398832	402080	-	3249	1184	1243	1258	1270	1197	1170
YKL019W	XI	402568	403518	+	951	950	951	885	688	678	682
YKL018C-A	XI	403580	403879	-	300	149	141	153	245	226	240
YKL018W	XI	404102	405091	+	990	316	307	313	435	424	450
YKL017C	XI	405190	407241	-	2052	136	163	175	331	326	313
YKL016C	XI	407465	407989	-	525	411	441	387	895	897	935
YKL015W	XI	408544	411483	+	2940	313	334	340	531	492	500
YKL014C	XI	411619	416913	-	5295	269	270	267	931	952	875
YKL013C	XI	417508	418023	-	516	605	628	593	884	867	818
YKL012W	XI	418310	420061	+	1752	291	255	317	510	587	527
YKL011C	XI	420155	421216	-	1062	94	85	101	237	266	235
YKL010C	XI	421424	425875	-	4452	1005	1025	1015	778	775	774
YKL009W	XI	426242	426952	+	711	41	41	54	198	225	198
YKL008C	XI	427295	428551	-	1257	813	790	767	714	701	693
YKL007W	XI	429302	430108	+	807	746	772	773	1008	1040	1057
YKL006C-A	XI;XI	430198;430597	430455;430632	-;-	294	42	59	54	382	410	387
snR87	XI	431030	431138	-	109	27	23	26	449	404	396
YKL006W	XI;XI	431906;432433	432034;432720	+;+	417	1368	1316	1251	2223	2237	2082
YKL005C	XI	433093	434877	-	1785	333	364	325	858	854	928
YKL004W	XI	435580	436785	+	1206	635	642	612	744	699	707
YKL003C	XI	437097	437492	-	396	96	88	64	269	287	296
YKL002W	XI;XI	437778;437906	437837;438544	+;+	699	374	368	326	1126	1146	1133
YKL001C	XI	438777	439385	-	609	146	160	138	450	541	487
YKR001C	XI	440608	442722	-	2115	1580	1568	1479	1513	1480	1497
YKR002W	XI	443232	444938	+	1707	638	613	589	852	834	828
YKR003W	XI	445381	446727	+	1347	416	411	385	541	576	569
YKR004C	XI;XI	446799;447811	447706;448036	-;-	1134	81	86	71	225	255	204
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	101	108	126	282	284	274
YKR006C	XI	450423	451217	-	795	168	159	158	227	246	220
YKR007W	XI	451434	451988	+	555	191	212	223	392	417	406
YKR008W	XI	452201	454078	+	1878	320	336	304	645	630	639
YKR009C	XI	454352	457054	-	2703	501	485	459	445	487	465
tL(CAA)K	XI;XI	458557;458627	458594;458670	+;+	82	0	0	1	0	0	0
YKR010C	XI	458924	461239	-	2316	130	134	124	308	325	294
YKR011C	XI	461635	462696	-	1062	479	514	475	799	867	825
YKR012C	XI	463739	464116	-	378	22	16	25	96	96	76
YKR013W	XI	463959	464948	+	990	1161	1104	1084	1146	1224	1074
YKR014C	XI	465367	466071	-	705	404	386	403	934	962	869
YKR015C	XI	466961	468667	-	1707	132	149	150	199	222	222
YKR016W	XI	469717	471339	+	1623	294	311	265	459	483	481
YKR017C	XI	471694	473349	-	1656	196	180	159	181	178	206
YKR018C	XI	473723	475900	-	2178	950	910	999	834	845	787
YKR019C	XI	476216	478063	-	1848	199	253	203	273	292	289
YKR020W	XI	478338	478832	+	495	72	84	55	183	180	171
YKR021W	XI	479234	481981	+	2748	338	399	365	404	386	398
YKR022C	XI	482171	483139	-	969	128	110	129	229	238	215
YKR023W	XI	483419	485011	+	1593	105	98	113	228	241	196
YKR024C	XI	485144	487372	-	2229	73	102	76	235	224	230
YKR025W	XI	487770	488618	+	849	203	196	208	468	457	481
YKR026C	XI	488738	489655	-	918	211	248	187	316	285	261
tR(ACG)K	XI	490968	491040	+	73	1	1	1	2	2	2
YKR027W	XI	491364	493661	+	2298	397	391	395	587	646	580
YKR028W	XI	494257	497358	+	3102	875	884	824	782	798	745
YKR029C	XI	497578	499833	-	2256	223	231	189	448	495	450
YKR030W	XI	500282	501103	+	822	265	270	261	367	373	354
YKR031C	XI	501344	506395	-	5052	655	686	659	814	833	857
YKR032W	XI	506517	506831	+	315	0	0	1	10	6	9
YKR033C	XI	506879	507304	-	426	0	0	0	0	0	0
YKR034W	XI	506898	507707	+	810	4	4	3	4	6	4
YKR035C	XI	507920	508561	-	642	0	2	1	7	4	8
YKR035W-A	XI	507939	508553	+	615	0	0	0	0	0	0
YKR036C	XI	508702	510633	-	1932	224	208	205	259	245	255
YKR037C	XI	510910	511797	-	888	130	111	127	206	223	213
YKR038C	XI	511999	513159	-	1161	775	723	716	890	889	820
tD(GUC)K	XI	513332	513403	-	72	2	0	2	1	0	3
YKR039W	XI	515063	516871	+	1809	463	449	419	322	320	324
tA(AGC)K2	XI	517988	518060	+	73	0	0	1	0	1	1
YKR040C	XI	518063	518566	-	504	4	7	5	25	34	28
YKR041W	XI	518198	518950	+	753	22	9	10	20	16	16
YKR042W	XI	519527	520624	+	1098	8300	8229	7850	5075	5046	4883
YKR043C	XI	520897	521712	-	816	757	744	751	640	689	687
YKR044W	XI	522015	523346	+	1332	279	305	275	276	254	273
YKR045C	XI	523418	523969	-	552	160	148	146	136	125	117
YKR046C	XI	524223	525074	-	852	1943	1949	1894	1170	1191	1257
YKR047W	XI	525257	525562	+	306	2	11	4	8	9	14
YKR048C	XI	525387	526640	-	1254	1583	1562	1510	1201	1202	1154
YKR049C	XI	526830	527231	-	402	461	447	433	248	260	281
YKR050W	XI	527815	530484	+	2670	675	653	614	329	299	286
YKR051W	XI	530946	532202	+	1257	316	287	281	280	287	301
YKR052C	XI	532550	533464	-	915	288	324	280	204	181	180
YKR053C	XI	534067	535281	-	1215	227	229	221	305	326	336
YKR054C	XI	535647	547925	-	12279	798	806	839	1905	1862	1778
YKR055W	XI	548216	549091	+	876	111	135	124	152	151	142
YKR056W	XI	549448	551367	+	1920	31	29	37	273	263	252
YKR057W	XI;XI	551657;552003	551680;552242	+;+	264	1115	1188	1098	2155	2205	2083
YKR058W	XI	552770	554620	+	1851	421	396	385	598	630	560
YKR059W	XI	554987	556174	+	1188	247	261	262	323	334	356
YKR060W	XI	556518	557342	+	825	51	41	47	283	323	298
YKR061W	XI	557677	558954	+	1278	162	147	180	1863	1851	1811
snR42	XI	559016	559366	-	351	54	39	52	5140	5144	4967
YKR062W	XI	559666	560652	+	987	321	349	316	543	514	518
YKR063C	XI	560789	562297	-	1509	184	188	169	419	371	394
YKR064W	XI	562547	565138	+	2592	289	265	280	388	403	375
YKR065C	XI	565299	565892	-	594	437	480	461	465	499	445
YKR066C	XI	566113	567198	-	1086	5252	4989	4893	1687	1771	1767
YKR067W	XI	567918	570149	+	2232	1037	1051	1029	642	653	592
YKR068C	XI	570328	570909	-	582	411	381	385	991	1000	970
YKR069W	XI	571612	573393	+	1782	291	300	280	497	473	470
YKR070W	XI	573574	574632	+	1059	290	251	266	458	472	458
YKR071C	XI	574934	575980	-	1047	369	393	358	599	693	609
YKR072C	XI	576435	578123	-	1689	440	437	419	496	507	445
YKR073C	XI	578187	578507	-	321	21	18	14	30	32	31
tK(UUU)K	XI;XI	578965;579025	579001;579060	+;+	73	0	0	1	6	14	5
YKR074W	XI	579209	579676	+	468	105	84	85	443	485	487
YKR075C	XI	579827	580750	-	924	53	38	52	255	254	258
YKR075W-A	XI	580212	580481	+	270	0	0	0	0	0	0
YKR076W	XI	582283	583395	+	1113	215	189	216	259	232	261
YKR077W	XI	583653	584744	+	1092	178	182	229	154	178	148
YKR078W	XI	584952	586709	+	1758	106	81	96	178	179	171
YKR079C	XI	586789	589305	-	2517	262	242	237	391	378	374
YKR080W	XI	590395	591357	+	963	260	293	256	373	396	394
YKR081C	XI	591506	592540	-	1035	38	27	27	270	304	287
YKR082W	XI	592825	596298	+	3474	424	466	452	568	598	585
YKR083C	XI	596421	596822	-	402	14	16	19	61	65	48
YKR084C	XI	597055	598890	-	1836	623	570	576	743	720	739
YKR085C	XI	599094	599681	-	588	113	128	120	242	254	260
YKR086W	XI	599857	603072	+	3216	267	243	238	450	517	501
YKR087C	XI	603195	604232	-	1038	242	258	215	445	467	407
YKR088C	XI	604405	605418	-	1014	371	409	380	416	391	447
YKR089C	XI	605633	608365	-	2733	2131	2189	2028	1557	1685	1589
YKR090W	XI	608946	611066	+	2121	374	370	356	275	266	239
YKR091W	XI	611525	612265	+	741	186	180	159	70	83	94
YKR092C	XI	612665	613885	-	1221	83	76	90	208	191	173
YKR093W	XI	615730	617535	+	1806	755	723	743	558	582	555
YKR094C	XI;XI	617996;618743	618374;618750	-;-	387	761	758	779	1662	1721	1673
YKR095W	XI	619805	625432	+	5628	548	541	506	1098	1129	1127
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	25	40	29	125	110	109
YKR096W	XI	626793	630380	+	3588	416	380	414	459	442	452
YKR097W	XI	631152	632801	+	1650	57	50	42	175	158	153
YKR098C	XI	633026	635179	-	2154	404	413	343	312	372	325
YKR099W	XI	635851	638286	+	2436	69	76	68	187	190	176
YKR100C	XI	638901	639968	-	1068	260	245	244	345	383	390
YKR101W	XI	640540	642504	+	1965	94	100	113	172	199	197
YKR102W	XI	646356	649865	+	3510	218	222	220	251	273	257
YKR103W	XI	653080	656736	+	3657	137	126	100	204	209	197
YKR104W	XI	656836	657756	+	921	39	38	26	51	63	53
YKR105C	XI	658716	660464	-	1749	8	7	7	29	27	33
YKR106W	XI	661442	663289	+	1848	34	20	34	94	85	86
YEL077C	V	264	4097	-	3834	77	72	65	74	62	56
YEL077W-A	V	630	1112	+	483	0	0	0	0	0	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	0	1	1	1	0	0
YEL076C	V	4464	5114	-	651	0	0	0	0	0	0
YEL075W-A	V	4870	5481	+	612	0	0	0	0	1	0
YEL075C	V	5345	5713	-	369	0	0	0	0	0	0
YEL074W	V	6126	6464	+	339	5	6	5	15	8	12
YEL073C	V	7230	7553	-	324	12	17	18	34	34	41
YEL072W	V	13720	14415	+	696	58	55	71	150	156	149
YEL071W	V	16355	17845	+	1491	402	416	434	403	377	390
YEL070W	V	19589	21097	+	1509	15	7	17	19	11	20
YEL069C	V	21537	23231	-	1695	12	9	11	37	24	27
YEL068C	V	25646	25978	-	333	65	66	43	68	80	76
YEL067C	V	26189	26776	-	588	36	43	42	42	69	54
YEL066W	V	26667	27206	+	540	113	126	82	225	239	208
YEL065W	V	27657	29543	+	1887	440	405	437	561	590	556
YEL064C	V	29797	31239	-	1443	83	93	91	88	94	96
YEL063C	V	31694	33466	-	1773	1122	1163	1127	727	774	720
YEL062W	V	34407	36254	+	1848	171	214	168	241	228	249
YEL061C	V	36535	39537	-	3003	103	102	87	230	222	201
YEL060C	V	40046	41953	-	1908	3944	3817	3732	637	610	651
YEL059C-A	V	42400	42624	-	225	47	46	39	43	50	64
YEL059W	V	42652	42960	+	309	31	27	22	25	29	31
YEL058W	V	43252	44925	+	1674	1031	1080	1065	697	758	724
YEL057C	V	45020	45721	-	702	30	55	40	121	126	113
YEL056W	V	47168	48373	+	1206	487	515	474	461	435	419
YEL055C	V	48471	51539	-	3069	292	346	359	785	845	817
snR80	V	52150	52320	-	171	24	31	26	3213	3309	3181
YEL054C	V	52721	53218	-	498	192	185	190	332	347	303
YEL053W-A	V	52908	53255	+	348	4	4	7	13	16	7
YEL053C	V	53901	56102	-	2202	153	178	173	326	329	338
YEL052W	V	56571	58100	+	1530	1265	1150	1125	1029	1096	1050
YEL051W	V	58378	59148	+	771	736	714	728	981	1014	1036
YEL050W-A	V	59549	59740	+	192	13	6	10	12	10	21
YEL050C	V	59670	60851	-	1182	172	189	177	241	259	242
snR67	V	61352	61433	+	82	387	353	377	5208	5110	4920
snR53	V	61699	61789	+	91	4	6	2	1986	2016	1973
tG(GCC)E	V	61890	61960	-	71	2	4	4	24	22	19
YEL049W	V	63728	64090	+	363	9	21	22	27	14	20
YEL048C	V	64709	65167	-	459	33	23	28	129	118	123
YEL047C	V	65385	66797	-	1413	1964	1983	1907	890	964	859
YEL046C	V	67629	68792	-	1164	2341	2259	2285	3021	3156	3100
YEL045C	V	68840	69265	-	426	121	114	111	293	291	287
YEL044W	V	69757	70257	+	501	169	180	175	239	239	222
YEL043W	V	70478	73348	+	2871	955	1013	1006	617	551	556
YEL042W	V	73771	75327	+	1557	742	793	736	517	535	503
YEL041W	V	75944	77431	+	1488	73	74	86	120	114	100
YEL040W	V	78053	79456	+	1404	888	859	824	449	471	425
YEL039C	V	79636	79977	-	342	303	265	276	181	200	173
YEL038W	V	80462	81145	+	684	539	501	536	160	179	147
YEL037C	V	81407	82603	-	1197	1019	993	1015	577	611	596
YEL036C	V	83050	84552	-	1503	1064	1070	966	759	742	727
YEL035C	V	85045	85545	-	501	17	17	16	137	132	116
YEL034C-A	V	85613	86215	-	603	135	155	128	162	157	134
YEL034W	V	85676	86149	+	474	0	0	0	0	0	0
YEL033W	V	86179	86598	+	420	267	252	277	297	283	295
tS(AGA)E	V	86604	86685	+	82	1	0	0	1	2	2
YEL032W	V	86937	89852	+	2916	1715	1776	1726	784	776	743
YEL032C-A	V	87040	87201	-	162	0	0	0	0	0	0
YEL031W	V	90258	93905	+	3648	4670	4708	4656	2150	2228	2119
YEL030C-A	V	94583	94897	-	315	2	4	2	3	3	3
YEL030W	V	94644	96578	+	1935	152	152	163	233	219	199
YEL029C	V	96858	97796	-	939	103	113	103	177	167	186
YEL028W	V	98668	99129	+	462	63	47	56	132	123	134
tM(CAU)E	V	100133	100204	+	72	1	0	2	4	1	2
YEL027W	V	100769	101251	+	483	3990	4086	3925	4144	4254	4134
YEL026W	V	101943	102323	+	381	742	767	738	1517	1502	1493
YEL025C	V	102581	106147	-	3567	530	575	565	499	540	499
YEL024W	V	107260	107907	+	648	928	932	877	773	790	861
YEL023C	V	108504	110552	-	2049	205	221	199	238	254	219
YEL022W	V	111421	115800	+	4380	998	1011	954	924	1044	980
YEL021W	V	116167	116970	+	804	934	926	905	913	900	894
YEL020C-B	V	117183	117380	-	198	5	7	5	17	14	16
YEL020W-A	V	117211	117474	+	264	63	66	67	182	170	181
RPR1	V	117667	118035	-	369	119	92	112	2436	2544	2507
YEL020C	V	118617	120299	-	1683	710	661	686	464	453	405
YEL019C	V	120498	121301	-	804	51	56	60	112	110	100
YEL018C-A	V	121455	121988	-	534	0	1	0	1	1	0
YEL018W	V	121471	122310	+	840	48	43	36	131	126	141
YEL017C-A	V	122798	122929	-	132	305	329	359	510	510	529
YEL017W	V	123657	124670	+	1014	499	479	480	272	266	220
YEL016C	V	124737	126218	-	1482	444	454	427	352	378	347
YEL015W	V	126629	128284	+	1656	475	530	486	681	697	649
YEL014C	V	128303	128608	-	306	55	68	62	68	61	68
YEL013W	V	128825	130561	+	1737	1202	1171	1274	713	647	636
tQ(UUG)E2	V	131082	131153	-	72	1	0	1	1	5	1
YEL012W	V;V	131772;131900	131776;132551	+;+	657	287	276	293	634	673	651
YEL011W	V	133120	135234	+	2115	2839	2708	2766	2167	2214	2179
tK(CUU)E1	V	135425	135497	-	73	3	0	4	2	5	2
YEL010W	V	136279	136629	+	351	0	1	0	1	4	0
YEL009C-A	V	136371	136778	-	408	0	0	3	5	9	5
tR(UCU)E	V	138666	138737	+	72	2	0	1	3	1	1
YEL009C	V	138918	139763	-	846	1727	1734	1709	2593	2657	2668
YEL008W	V	140512	140892	+	381	12	14	19	40	41	50
YEL008C-A	V	140726	140818	-	93	0	0	0	0	0	0
YEL007W	V	141892	143892	+	2001	712	699	698	284	262	250
YEL006W	V	144327	145334	+	1008	295	269	247	361	319	323
YEL005C	V	145907	146755	-	849	135	157	145	228	228	258
YEL004W	V	146951	147979	+	1029	92	106	113	217	200	203
YEL003W	V;V	148176;148283	148194;148599	+;+	336	63	71	73	319	367	311
YEL002C	V	148722	150014	-	1293	1013	1014	968	1251	1213	1227
YEL001C	V	150301	150978	-	678	551	526	516	659	642	629
YER001W	V	153520	155808	+	2289	59	52	50	188	188	191
YER002W	V	156803	157498	+	696	83	60	82	946	954	906
YER003C	V;V	157736;159088	158994;159118	-;-	1290	869	812	842	614	664	612
YER004W	V	159580	160275	+	696	1271	1270	1174	965	973	989
YER005W	V	160550	162442	+	1893	886	888	903	850	808	807
YER006W	V	162723	164285	+	1563	213	223	209	436	469	458
YER006C-A	V	164344	164661	-	318	0	0	0	3	2	2
YER007W	V	164527	166083	+	1557	71	58	81	198	194	208
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	120	133	140	265	313	266
snR14	V	167427	167586	-	160	18	33	21	213	203	208
YER008C	V	167808	171818	-	4011	835	825	862	923	941	927
YER009W	V	172115	172492	+	378	786	795	760	1602	1666	1595
YER010C	V	172634	173338	-	705	299	267	265	428	453	447
YER011W	V	175248	176012	+	765	252	216	176	47	39	48
tE(UUC)E1	V	177099	177170	+	72	0	2	2	0	2	4
YER012W	V	177835	178431	+	597	402	371	373	1018	1045	986
YER013W	V	178841	182278	+	3438	318	271	302	612	642	593
YER014W	V	182600	184219	+	1620	117	131	128	166	157	164
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0	0	0	0	0	0
YER015W	V	184541	186775	+	2235	248	218	248	196	223	229
YER016W	V	188277	189311	+	1035	303	307	318	540	523	520
YER017C	V	189503	191788	-	2286	1303	1231	1310	920	958	851
YER018C	V	191959	192624	-	666	286	305	278	268	255	259
YER019W	V	192797	194230	+	1434	1211	1113	1153	628	627	675
YER019C-A	V	194273	194539	-	267	771	772	750	1371	1397	1318
YER020W	V	195168	196517	+	1350	1591	1611	1588	899	975	880
YER021W	V	196948	198519	+	1572	1740	1808	1820	2540	2551	2454
YER022W	V	198812	200875	+	2064	249	284	256	499	492	477
YER023W	V	201076	201936	+	861	888	862	869	330	343	303
YER023C-A	V	201522	201734	-	213	0	0	0	0	0	0
YER024W	V	202192	204963	+	2772	565	548	493	516	529	508
YER025W	V	205251	206834	+	1584	1074	1078	999	1162	1203	1186
tH(GUG)E1	V	207357	207428	+	72	0	0	1	2	2	4
YER026C	V	207644	208474	-	831	1295	1194	1186	1400	1435	1354
YER027C	V	208979	210232	-	1254	468	450	455	317	334	304
YER028C	V	210692	211876	-	1185	67	79	63	108	118	95
YER029C	V	212587	213177	-	591	57	81	66	219	248	230
YER030W	V	213437	213898	+	462	114	114	104	537	568	532
YER031C	V	214076	214747	-	672	631	641	622	891	888	888
YER032W	V	215063	217693	+	2631	287	223	240	244	228	222
YER033C	V	218057	221287	-	3231	298	312	302	139	150	150
YER034W	V	221846	222403	+	558	124	116	138	174	174	156
YER035W	V	222639	223076	+	438	1011	1041	1014	502	508	453
YER036C	V	223367	225199	-	1833	2149	2203	2102	1783	1943	1855
YER037W	V	225889	226854	+	966	1315	1269	1300	1365	1428	1378
YER038C	V	226858	228252	-	1395	156	152	148	262	261	220
YER038W-A	V	228451	228831	+	381	4	0	1	4	1	1
YER039C	V	228456	229205	-	750	300	316	304	207	237	183
YER039C-A	V	229263	229481	-	219	200	202	205	132	155	118
YER040W	V	229795	231987	+	2193	292	342	362	441	442	401
YER041W	V	232461	234740	+	2280	348	339	366	416	432	456
YER042W	V	234937	235491	+	555	54	53	59	156	179	178
YER043C	V	235770	237119	-	1350	2734	2887	2744	1631	1718	1659
YER044C	V	237570	238016	-	447	215	246	276	220	257	226
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	20	20	26	113	99	97
YER045C	V	240032	241501	-	1470	224	186	183	251	219	227
YER046W	V	243180	243611	+	432	98	86	99	205	203	200
YER046W-A	V	243700	244029	+	330	4	2	4	12	19	7
YER047C	V	243810	246503	-	2694	286	315	298	248	256	227
YER048C	V	246982	248157	-	1176	476	474	471	831	869	839
tQ(UUG)E1	V	250286	250357	+	72	0	1	1	0	0	1
YER048W-A	V	250718	251002	+	285	292	284	329	784	738	792
YER049W	V	251728	253662	+	1935	427	437	437	897	938	837
YER050C	V	253971	254387	-	417	115	88	91	409	417	412
YER051W	V	254656	256134	+	1479	228	192	236	357	371	368
YER052C	V	256375	257958	-	1584	693	633	650	534	547	505
YER053C	V	258737	259639	-	903	1086	1087	1050	376	368	387
YER053C-A	V	260933	261046	-	114	465	469	445	577	538	548
YER054C	V	262052	263698	-	1647	417	431	434	536	545	576
YER055C	V	264892	265785	-	894	423	387	388	363	381	371
YER056C	V	266512	268113	-	1602	279	272	266	703	731	730
YER056C-A	V;V	269423;270149	269751;270185	-;-	366	513	506	504	1011	1086	1066
YER057C	V	270737	271126	-	390	558	602	521	588	580	530
YER058W	V	271768	272091	+	324	46	57	45	121	125	118
YER059W	V	272624	273886	+	1263	281	255	268	357	346	350
YER060W	V	274567	276153	+	1587	461	440	429	393	370	365
YER060W-A	V	276572	278164	+	1593	200	186	212	165	157	162
YER061C	V	278298	279626	-	1329	153	155	162	669	709	702
YER062C	V	279930	280682	-	753	35676	35318	34696	31618	32418	31266
YER063W	V	281710	282366	+	657	689	710	644	1095	1168	1136
YER064C	V	282705	284222	-	1518	542	507	504	679	669	658
YER065C	V	285241	286914	-	1674	1028	1059	966	1411	1482	1432
tS(UGA)E	V	288443	288524	-	82	6	2	0	5	10	3
YER066W	V	290242	290799	+	558	126	128	109	103	78	108
YER066C-A	V	291703	292203	-	501	58	65	64	57	55	57
YER067W	V	292066	292551	+	486	5	5	3	3	3	1
YER067C-A	V	292240	292563	-	324	35	44	39	24	25	15
YER068W	V	293050	294813	+	1764	598	599	618	643	640	586
YER068C-A	V	295301	295732	-	432	6	3	3	5	2	4
YER069W	V	295410	298001	+	2592	347	393	328	461	474	440
YER070W	V	298950	301616	+	2667	1032	972	982	695	637	639
YER071C	V	301947	302327	-	381	36	50	34	144	167	147
YER072W	V	302806	303195	+	390	925	872	949	1119	1124	1095
YER073W	V	304030	305592	+	1563	390	414	393	453	475	491
YER074W	V;V	306323;306792	306325;307196	+;+	408	853	850	773	1744	1827	1791
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	100	114	111	546	535	466
YER075C	V	308413	311199	-	2787	513	505	478	692	732	638
tA(UGC)E	V	312023	312095	-	73	3	1	3	3	3	2
YER076C	V	312590	313498	-	909	233	211	213	157	142	144
YER076W-A	V	313390	313737	+	348	14	27	20	26	35	28
YER077C	V	314534	316600	-	2067	170	154	151	392	363	353
YER078C	V	316807	318342	-	1536	322	282	287	296	313	283
YER078W-A	V	318646	318810	+	165	3	5	3	10	14	9
YER079W	V	318920	319552	+	633	432	427	397	454	507	500
YER079C-A	V	319902	320240	-	339	1	2	0	0	1	4
YER080W	V	319963	321846	+	1884	311	346	334	483	440	416
SRG1	V	322212	322762	+	551	103	96	111	283	266	254
YER081W	V	322686	324095	+	1410	780	829	782	455	465	421
YER082C	V	324272	325936	-	1665	175	175	173	411	381	409
YER083C	V	326174	327031	-	858	567	591	621	408	414	400
YER084W	V	327065	327451	+	387	16	20	16	8	15	13
YER084W-A	V	327598	328110	+	513	0	1	0	1	0	1
YER085C	V	327619	328140	-	522	0	0	0	0	0	0
YER086W	V	328477	330207	+	1731	1238	1164	1141	800	757	771
YER087W	V	330576	332306	+	1731	97	93	76	110	141	122
YER087C-A	V	331817	332368	-	552	5	7	6	13	11	25
YER087C-B	V	332582	332830	-	249	498	447	438	647	632	574
YER088C	V	333176	335188	-	2013	1568	1500	1427	875	872	824
YER088C-A	V	335696	336019	-	324	47	53	46	34	34	36
YER088W-B	V	335927	336073	+	147	0	0	0	0	0	0
YER089C	V	335946	337340	-	1395	652	610	593	296	299	307
YER090W	V	337949	339472	+	1524	945	928	866	1067	1136	997
YER090C-A	V	338322	338411	-	90	0	0	0	0	0	0
YER091C	V	339864	342167	-	2304	569	590	556	524	485	514
YER091C-A	V	342390	342611	-	222	11	14	15	27	26	22
YER092W	V	342855	343232	+	378	95	97	100	363	412	368
YER093C	V	343320	347612	-	4293	356	361	354	643	674	661
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	65	61	60	135	163	126
YER094C	V	348729	349346	-	618	1198	1223	1205	1536	1647	1495
YER095W	V	349980	351182	+	1203	2276	2396	2274	870	883	899
YER096W	V	351698	353236	+	1539	264	266	259	160	173	156
tE(UUC)E2	V	354934	355005	+	72	0	4	2	3	4	3
YER097W	V	355140	355469	+	330	12	12	9	110	85	96
YER098W	V	355466	357730	+	2265	143	137	134	201	252	186
YER099C	V	358105	359061	-	957	262	274	257	365	394	349
YER100W	V	359562	360314	+	753	263	302	269	573	559	512
YER101C	V	360502	361794	-	1293	203	177	191	225	237	228
YER102W	V	363100	363702	+	603	216	232	213	547	550	522
YER103W	V	364589	366517	+	1929	5192	5138	5116	2225	2243	2216
YER104W	V	366802	367428	+	627	89	90	92	137	130	123
